Legajo;Genero;Yr_ingreso;Yr_nacimiento;Edad_hoy;Edad_al_ingreso;Cantidad_de_hijos;Distancia_al_trabajo;Trabajo_flexible;Egreso_de_la_empresa;Nivel_formacion
140125;Hombre;2011;1982;37;29;1;63.00;Si;Si;Sec com
140126;Hombre;2011;1978;41;33;4;24.00;Si;Si;Uni com
140127;Hombre;2011;1984;35;27;0;19.00;Si;Si;Prim com
140128;Hombre;2011;1976;43;35;2;46.00;Si;Si;Sec com
140129;Hombre;2011;1986;33;25;1;39.00;Si;Si;Uni com
140130;Hombre;2011;1991;28;20;0;5.00;Si;Si;Sec com
140131;Mujer;2011;1991;28;20;0;63.00;Si;No;Prim inc
140132;Hombre;2011;1989;30;22;1;26.00;No;Si;Prim inc
140133;Hombre;2011;1989;30;22;3;13.00;Si;Si;Uni com
140134;Hombre;2011;1983;36;28;2;29.00;No;Si;Uni com
140135;Hombre;2011;1978;41;33;2;13.00;No;Si;Prim com
140136;Mujer;2011;1981;38;30;0;47.00;Si;No;Prim inc
140137;Mujer;2011;1985;34;26;3;34.00;Si;No;Prim inc
140138;Mujer;2011;1980;39;31;4;50.00;Si;No;Prim com
140139;Mujer;2011;1984;35;27;2;39.00;Si;No;Sec com
140140;Mujer;2011;1980;39;31;1;59.00;No;No;Sec com
140141;Hombre;2012;1989;30;23;0;72.00;No;Si;Prim com
140142;Mujer;2012;1981;38;31;0;29.00;No;No;Prim com
140143;Mujer;2012;1987;32;25;0;73.00;Si;No;Uni com
140144;Mujer;2012;1990;29;22;1;63.00;Si;No;Prim com
140145;Hombre;2012;1985;34;27;0;65.00;No;Si;Prim com
140146;Hombre;2012;1986;33;26;0;6.00;Si;Si;Prim com
140147;Hombre;2012;1983;36;29;3;32.00;No;Si;Sec com
140148;Hombre;2012;1980;39;32;2;4.00;Si;No;Uni com
140149;Hombre;2012;1985;34;27;3;2.00;Si;Si;Uni com
140150;Mujer;2012;1988;31;24;1;69.00;No;No;Sec com
140151;Mujer;2012;1989;30;23;0;71.00;Si;No;Prim inc
140152;Hombre;2012;1990;29;22;0;10.00;No;No;Sec com
140153;Hombre;2012;1990;29;22;0;10.00;No;Si;Uni com
140154;Hombre;2012;1989;30;23;0;58.00;No;Si;Prim com
140155;Hombre;2012;1976;43;36;0;10.00;No;Si;Uni com
140156;Mujer;2012;1980;39;32;2;72.00;No;Si;Prim inc
140157;Hombre;2012;1990;29;22;2;3.00;Si;Si;Uni com
140158;Mujer;2012;1977;42;35;3;52.00;No;Si;Uni com
140159;Mujer;2012;1976;43;36;4;22.00;No;Si;Prim com
140160;Mujer;2012;1985;34;27;1;24.00;Si;No;Prim inc
140161;Mujer;2012;1979;40;33;0;23.00;Si;No;Prim inc
140162;Hombre;2012;1980;39;32;2;35.00;Si;Si;Sec com
140163;Mujer;2012;1981;38;31;1;41.00;No;Si;Sec com
140164;Mujer;2012;1984;35;28;1;19.00;No;No;Sec com
140165;Mujer;2012;1990;29;22;0;67.00;No;Si;Prim com
140166;Mujer;2012;1983;36;29;0;48.00;No;Si;Sec com
140167;Mujer;2012;1981;38;31;2;47.00;No;Si;Sec com
140168;Hombre;2012;1990;29;22;0;4.00;Si;Si;Uni com
140169;Hombre;2012;1988;31;24;1;4.00;Si;Si;Prim inc
140170;Hombre;2012;1987;32;25;1;29.00;Si;Si;Uni com
140171;Mujer;2012;1983;36;29;0;63.00;No;Si;Prim com
140172;Mujer;2012;1987;32;25;2;49.00;Si;No;Uni com
140173;Mujer;2012;1984;35;28;3;56.00;No;Si;Uni com
140174;Mujer;2012;1987;32;25;0;20.00;Si;No;Prim inc
140175;Mujer;2012;1979;40;33;4;18.00;Si;No;Prim inc
140176;Mujer;2012;1983;36;29;2;29.00;No;Si;Uni com
140177;Mujer;2012;1978;41;34;4;5.00;No;Si;Prim inc
140178;Mujer;2012;1985;34;27;3;17.00;No;Si;Prim com
140179;Mujer;2012;1986;33;26;2;29.00;No;Si;Prim com
140180;Hombre;2012;1990;29;22;1;69.00;Si;Si;Sec com
140181;Mujer;2012;1991;28;21;0;72.00;No;Si;Prim com
140182;Mujer;2012;1983;36;29;0;30.00;No;No;Sec com
140183;Hombre;2012;1983;36;29;0;4.00;No;Si;Prim com
140184;Mujer;2012;1989;30;23;2;20.00;No;Si;Prim inc
140185;Mujer;2012;1979;40;33;2;64.00;No;No;Prim inc
140186;Hombre;2012;1984;35;28;1;48.00;Si;Si;Prim inc
140187;Mujer;2012;1986;33;26;1;74.00;Si;No;Sec com
140188;Hombre;2012;1982;37;30;0;30.00;Si;Si;Uni com
140189;Mujer;2012;1986;33;26;0;75.00;No;Si;Prim inc
140190;Mujer;2012;1991;28;21;1;14.00;Si;No;Prim com
140191;Mujer;2012;1982;37;30;2;52.00;No;No;Sec com
140192;Hombre;2012;1991;28;21;1;14.00;Si;Si;Prim com
140193;Mujer;2012;1979;40;33;2;28.00;No;Si;Uni com
140194;Mujer;2012;1991;28;21;0;23.00;No;No;Uni com
140195;Hombre;2012;1980;39;32;0;71.00;Si;Si;Prim inc
140196;Mujer;2012;1977;42;35;0;34.00;No;Si;Uni com
140197;Mujer;2012;1984;35;28;0;21.00;Si;No;Prim inc
140198;Hombre;2012;1991;28;21;1;59.00;Si;Si;Sec com
140199;Hombre;2012;1982;37;30;2;8.00;Si;Si;Prim inc
140200;Hombre;2012;1981;38;31;2;15.00;Si;Si;Prim com
140201;Hombre;2012;1990;29;22;1;43.00;Si;Si;Sec com
140202;Hombre;2012;1985;34;27;0;12.00;Si;Si;Uni com
140203;Hombre;2012;1983;36;29;1;37.00;Si;Si;Prim inc
140204;Mujer;2012;1976;43;36;1;51.00;No;No;Sec com
140205;Hombre;2012;1991;28;21;2;39.00;Si;Si;Prim inc
140206;Hombre;2012;1980;39;32;1;27.00;No;Si;Prim inc
140207;Mujer;2012;1979;40;33;2;59.00;Si;No;Prim com
140208;Hombre;2012;1981;38;31;2;73.00;Si;Si;Prim inc
140209;Hombre;2012;1986;33;26;2;33.00;No;Si;Uni com
140210;Mujer;2012;1982;37;30;4;14.00;Si;No;Prim inc
140211;Mujer;2012;1989;30;23;1;26.00;Si;No;Uni com
140212;Mujer;2012;1978;41;34;1;46.00;No;No;Prim com
140213;Mujer;2012;1977;42;35;2;69.00;No;No;Prim inc
140214;Hombre;2012;1989;30;23;3;21.00;Si;Si;Prim inc
140215;Mujer;2012;1981;38;31;1;12.00;Si;No;Uni com
140216;Hombre;2012;1980;39;32;3;44.00;No;Si;Uni com
140217;Mujer;2012;1976;43;36;0;45.00;Si;No;Sec com
140218;Mujer;2012;1984;35;28;3;63.00;Si;No;Prim inc
140219;Hombre;2012;1987;32;25;2;16.00;Si;Si;Uni com
140220;Hombre;2012;1984;35;28;1;67.00;No;Si;Uni com
140221;Hombre;2012;1978;41;34;0;16.00;No;Si;Prim com
140222;Hombre;2012;1983;36;29;1;42.00;Si;Si;Prim com
140223;Hombre;2012;1984;35;28;3;60.00;Si;Si;Uni com
140224;Hombre;2012;1986;33;26;2;74.00;Si;Si;Sec com
140225;Hombre;2012;1983;36;29;1;17.00;No;Si;Sec com
140226;Hombre;2012;1977;42;35;2;20.00;No;Si;Prim inc
140227;Mujer;2012;1987;32;25;2;46.00;No;No;Prim com
140228;Hombre;2012;1989;30;23;3;63.00;Si;Si;Sec com
140229;Hombre;2012;1983;36;29;0;47.00;Si;Si;Prim inc
140230;Mujer;2012;1980;39;32;2;16.00;Si;No;Sec com
140231;Hombre;2012;1986;33;26;2;72.00;No;Si;Sec com
140232;Hombre;2012;1989;30;23;3;44.00;No;Si;Prim com
140233;Hombre;2012;1977;42;35;1;27.00;No;Si;Prim com
140234;Mujer;2012;1983;36;29;0;53.00;No;No;Sec com
140235;Mujer;2012;1983;36;29;2;12.00;Si;Si;Prim com
140236;Hombre;2012;1980;39;32;2;70.00;No;Si;Prim com
140237;Mujer;2012;1989;30;23;0;32.00;Si;Si;Uni com
140238;Hombre;2012;1983;36;29;3;50.00;No;Si;Sec com
140239;Mujer;2012;1982;37;30;0;45.00;Si;Si;Prim inc
140240;Hombre;2012;1980;39;32;1;38.00;No;No;Sec com
140241;Mujer;2012;1989;30;23;0;68.00;Si;Si;Uni com
140242;Hombre;2012;1976;43;36;0;71.00;No;No;Uni com
140243;Mujer;2012;1987;32;25;0;48.00;Si;No;Prim com
140244;Mujer;2012;1988;31;24;1;69.00;Si;Si;Prim com
140245;Mujer;2012;1989;30;23;1;71.00;Si;Si;Uni com
140246;Hombre;2012;1985;34;27;1;51.00;No;No;Prim inc
140247;Mujer;2012;1982;37;30;2;66.00;Si;No;Sec com
140248;Hombre;2012;1979;40;33;0;44.00;No;No;Sec com
140249;Mujer;2012;1977;42;35;0;28.00;Si;Si;Prim com
140250;Hombre;2012;1990;29;22;1;59.00;No;Si;Sec com
140251;Mujer;2012;1978;41;34;0;53.00;Si;Si;Prim com
140252;Mujer;2012;1979;40;33;2;38.00;Si;Si;Uni com
140253;Hombre;2012;1976;43;36;0;60.00;No;No;Uni com
140254;Hombre;2012;1988;31;24;0;1.00;No;Si;Sec com
140255;Mujer;2012;1984;35;28;1;71.00;Si;Si;Prim inc
140256;Hombre;2012;1983;36;29;2;6.00;No;Si;Prim inc
140257;Hombre;2012;1989;30;23;0;12.00;No;Si;Sec com
140258;Mujer;2012;1989;30;23;0;32.00;Si;Si;Prim com
140259;Hombre;2012;1990;29;22;3;75.00;No;No;Sec com
140260;Hombre;2012;1983;36;29;0;75.00;No;No;Uni com
140261;Mujer;2012;1991;28;21;3;3.00;Si;Si;Prim com
140262;Hombre;2012;1984;35;28;0;12.00;No;Si;Uni com
140263;Hombre;2012;1976;43;36;1;70.00;No;Si;Prim com
140264;Mujer;2012;1981;38;31;2;25.00;Si;No;Prim inc
140265;Hombre;2012;1983;36;29;2;55.00;No;No;Prim inc
140266;Mujer;2012;1977;42;35;1;68.00;Si;No;Sec com
140267;Mujer;2012;1986;33;26;0;31.00;No;Si;Prim inc
140268;Mujer;2012;1977;42;35;3;58.00;Si;Si;Sec com
140269;Mujer;2012;1986;33;26;2;55.00;No;Si;Sec com
140270;Mujer;2012;1984;35;28;2;29.00;Si;Si;Sec com
140271;Hombre;2012;1991;28;21;0;1.00;No;No;Prim inc
140272;Hombre;2012;1986;33;26;3;27.00;No;No;Prim com
140273;Mujer;2012;1989;30;23;0;51.00;Si;Si;Prim com
140274;Mujer;2012;1981;38;31;3;55.00;Si;No;Prim com
140275;Mujer;2012;1989;30;23;0;65.00;No;Si;Prim com
140276;Hombre;2012;1986;33;26;2;14.00;No;No;Prim inc
140277;Hombre;2012;1981;38;31;3;61.00;No;No;Prim com
140278;Mujer;2012;1978;41;34;0;67.00;Si;Si;Uni com
140279;Mujer;2012;1987;32;25;1;65.00;Si;Si;Prim com
140280;Mujer;2012;1988;31;24;2;59.00;Si;Si;Sec com
140281;Mujer;2012;1982;37;30;4;45.00;No;Si;Sec com
140282;Mujer;2012;1985;34;27;1;54.00;Si;Si;Uni com
140283;Mujer;2012;1985;34;27;1;22.00;Si;No;Prim com
140284;Hombre;2012;1991;28;21;0;8.00;No;Si;Uni com
140285;Mujer;2012;1982;37;30;4;34.00;No;Si;Prim inc
140286;Hombre;2012;1981;38;31;4;25.00;Si;No;Prim inc
140287;Hombre;2012;1985;34;27;0;49.00;No;No;Sec com
140288;Mujer;2012;1985;34;27;2;22.00;No;Si;Prim com
140289;Mujer;2012;1981;38;31;1;52.00;Si;Si;Uni com
140290;Hombre;2012;1983;36;29;0;21.00;No;No;Prim com
140291;Hombre;2012;1976;43;36;2;46.00;No;No;Prim inc
140292;Mujer;2012;1982;37;30;4;12.00;Si;Si;Uni com
140293;Hombre;2012;1982;37;30;4;23.00;Si;No;Uni com
140294;Hombre;2012;1988;31;24;0;5.00;Si;Si;Prim com
140295;Mujer;2012;1991;28;21;1;38.00;No;Si;Sec com
140296;Mujer;2012;1986;33;26;3;26.00;No;Si;Prim com
140297;Hombre;2012;1976;43;36;1;16.00;Si;No;Prim inc
140298;Mujer;2012;1979;40;33;3;64.00;Si;Si;Prim com
140299;Mujer;2012;1985;34;27;2;18.00;No;Si;Sec com
140300;Hombre;2012;1983;36;29;2;61.00;Si;No;Uni com
140301;Mujer;2012;1980;39;32;2;46.00;No;Si;Sec com
140302;Hombre;2012;1988;31;24;0;35.00;Si;No;Sec com
140303;Mujer;2012;1982;37;30;0;59.00;No;Si;Sec com
140304;Hombre;2012;1990;29;22;0;35.00;No;No;Prim com
140305;Hombre;2012;1991;28;21;2;42.00;Si;No;Prim inc
140306;Mujer;2012;1985;34;27;2;18.00;Si;Si;Uni com
140307;Mujer;2012;1982;37;30;3;7.00;No;Si;Prim com
140308;Hombre;2012;1985;34;27;0;6.00;No;Si;Prim com
140309;Hombre;2012;1988;31;24;2;11.00;No;No;Prim com
140310;Hombre;2012;1984;35;28;0;18.00;Si;No;Prim com
140311;Mujer;2012;1989;30;23;0;31.00;Si;Si;Prim com
140312;Hombre;2012;1979;40;33;0;13.00;Si;No;Uni com
140313;Hombre;2012;1988;31;24;1;47.00;No;No;Prim com
140314;Mujer;2012;1990;29;22;0;16.00;No;Si;Sec com
140315;Hombre;2012;1987;32;25;0;5.00;Si;No;Uni com
140316;Mujer;2012;1991;28;21;1;59.00;No;Si;Prim com
140317;Hombre;2012;1986;33;26;2;68.00;Si;No;Prim com
140318;Hombre;2012;1985;34;27;2;15.00;Si;Si;Sec com
140319;Hombre;2012;1984;35;28;1;55.00;Si;Si;Sec com
140320;Hombre;2012;1982;37;30;2;32.00;Si;Si;Uni com
140321;Hombre;2012;1983;36;29;0;28.00;Si;No;Prim inc
140322;Mujer;2012;1982;37;30;1;71.00;No;Si;Prim com
140323;Hombre;2012;1988;31;24;0;73.00;Si;No;Uni com
140324;Mujer;2012;1976;43;36;4;62.00;No;Si;Uni com
140325;Mujer;2012;1989;30;23;0;10.00;No;No;Sec com
140326;Mujer;2012;1976;43;36;1;75.00;No;Si;Sec com
140327;Mujer;2012;1980;39;32;3;6.00;No;Si;Prim com
140328;Hombre;2012;1987;32;25;0;73.00;Si;No;Uni com
140329;Hombre;2012;1980;39;32;3;37.00;No;No;Prim inc
140330;Hombre;2012;1978;41;34;1;56.00;Si;Si;Uni com
140331;Hombre;2012;1977;42;35;0;62.00;No;Si;Uni com
140332;Hombre;2012;1991;28;21;1;46.00;No;Si;Prim com
140333;Hombre;2012;1977;42;35;0;5.00;Si;Si;Prim com
140334;Hombre;2012;1986;33;26;1;56.00;Si;Si;Prim inc
140335;Hombre;2012;1984;35;28;2;73.00;No;Si;Uni com
140336;Hombre;2012;1989;30;23;0;38.00;No;Si;Sec com
140337;Hombre;2012;1978;41;34;1;51.00;No;Si;Prim com
140338;Hombre;2012;1983;36;29;1;17.00;Si;No;Uni com
140339;Hombre;2012;1986;33;26;0;65.00;Si;Si;Prim com
140340;Hombre;2012;1981;38;31;3;72.00;No;No;Prim com
140341;Hombre;2012;1990;29;22;0;73.00;No;Si;Prim inc
140342;Hombre;2012;1981;38;31;3;1.00;No;Si;Sec com
140343;Hombre;2012;1988;31;24;1;38.00;Si;No;Uni com
140344;Hombre;2012;1988;31;24;0;11.00;Si;Si;Uni com
140345;Hombre;2012;1986;33;26;2;24.00;Si;Si;Sec com
140346;Hombre;2012;1979;40;33;1;31.00;No;Si;Uni com
140347;Hombre;2012;1991;28;21;0;40.00;Si;No;Prim inc
140348;Hombre;2012;1980;39;32;0;63.00;No;No;Prim inc
140349;Hombre;2012;1979;40;33;0;16.00;Si;Si;Uni com
140350;Hombre;2012;1989;30;23;1;45.00;No;Si;Uni com
140351;Hombre;2012;1979;40;33;2;31.00;No;Si;Prim inc
140352;Hombre;2012;1978;41;34;2;31.00;Si;Si;Prim com
140353;Hombre;2012;1989;30;23;1;55.00;Si;Si;Uni com
140354;Mujer;2012;1989;30;23;1;61.00;Si;No;Prim inc
140355;Hombre;2012;1979;40;33;1;60.00;No;Si;Prim com
140356;Mujer;2012;1988;31;24;1;69.00;Si;No;Sec com
140357;Hombre;2012;1990;29;22;0;63.00;No;No;Uni com
140358;Hombre;2012;1981;38;31;2;36.00;Si;Si;Prim com
140359;Mujer;2012;1988;31;24;2;74.00;Si;No;Prim com
140360;Mujer;2012;1981;38;31;2;46.00;Si;No;Sec com
140361;Hombre;2012;1987;32;25;0;47.00;No;No;Sec com
140362;Hombre;2012;1991;28;21;0;59.00;No;No;Uni com
140363;Mujer;2012;1990;29;22;0;67.00;Si;No;Prim inc
140364;Hombre;2012;1991;28;21;3;65.00;Si;Si;Uni com
140365;Hombre;2012;1981;38;31;1;33.00;No;No;Uni com
140366;Mujer;2012;1989;30;23;0;36.00;Si;No;Prim inc
140367;Hombre;2012;1982;37;30;0;33.00;Si;Si;Uni com
140368;Hombre;2012;1989;30;23;0;14.00;Si;Si;Prim com
140369;Hombre;2012;1991;28;21;3;35.00;No;Si;Prim com
140370;Mujer;2012;1981;38;31;1;68.00;Si;No;Prim inc
140371;Mujer;2012;1978;41;34;2;62.00;No;No;Prim inc
140372;Hombre;2012;1981;38;31;2;14.00;Si;Si;Prim inc
140373;Mujer;2012;1982;37;30;1;67.00;No;No;Prim inc
140374;Hombre;2012;1979;40;33;1;46.00;No;Si;Uni com
140375;Hombre;2012;1990;29;22;0;67.00;Si;Si;Prim inc
140376;Mujer;2012;1985;34;27;1;26.00;Si;No;Uni com
140377;Hombre;2012;1987;32;25;0;53.00;No;Si;Prim inc
140378;Hombre;2012;1982;37;30;2;72.00;No;Si;Prim inc
140379;Hombre;2012;1986;33;26;1;29.00;Si;Si;Sec com
140380;Mujer;2012;1988;31;24;2;21.00;Si;No;Prim com
140381;Hombre;2012;1991;28;21;1;33.00;No;Si;Prim com
140382;Hombre;2012;1982;37;30;0;46.00;No;Si;Prim com
140383;Mujer;2012;1987;32;25;0;66.00;Si;No;Prim inc
140384;Mujer;2012;1986;33;26;3;46.00;Si;No;Prim inc
140385;Hombre;2012;1977;42;35;2;9.00;Si;Si;Uni com
140386;Mujer;2012;1985;34;27;2;40.00;Si;No;Prim inc
140387;Hombre;2012;1991;28;21;0;45.00;Si;Si;Uni com
140388;Mujer;2012;1981;38;31;0;28.00;Si;No;Uni com
140389;Mujer;2012;1985;34;27;1;53.00;Si;No;Uni com
140390;Mujer;2012;1983;36;29;1;15.00;No;No;Sec com
140391;Hombre;2012;1977;42;35;4;31.00;Si;Si;Prim inc
140392;Hombre;2012;1989;30;23;2;22.00;Si;Si;Prim inc
140393;Mujer;2012;1978;41;34;1;40.00;No;No;Sec com
140394;Hombre;2012;1981;38;31;1;7.00;Si;Si;Uni com
140395;Mujer;2012;1981;38;31;1;36.00;Si;No;Uni com
140396;Mujer;2012;1985;34;27;1;32.00;Si;No;Prim com
140397;Hombre;2012;1982;37;30;2;64.00;Si;Si;Uni com
140398;Mujer;2012;1981;38;31;0;41.00;No;No;Sec com
140399;Mujer;2012;1991;28;21;3;51.00;Si;No;Uni com
140400;Mujer;2012;1991;28;21;3;35.00;Si;No;Uni com
140401;Hombre;2012;1987;32;25;1;44.00;Si;Si;Prim com
140402;Hombre;2012;1979;40;33;3;4.00;No;Si;Sec com
140403;Hombre;2012;1991;28;21;0;22.00;Si;Si;Prim inc
140404;Hombre;2012;1981;38;31;4;16.00;Si;Si;Prim com
140405;Hombre;2012;1984;35;28;0;15.00;Si;Si;Prim com
140406;Hombre;2012;1980;39;32;3;41.00;No;Si;Uni com
140407;Hombre;2012;1976;43;36;2;8.00;No;Si;Uni com
140408;Hombre;2012;1982;37;30;2;50.00;Si;Si;Prim inc
140409;Hombre;2012;1980;39;32;4;27.00;Si;Si;Prim inc
140410;Hombre;2012;1981;38;31;1;49.00;Si;No;Prim com
140411;Mujer;2012;1990;29;22;1;24.00;No;No;Prim inc
140412;Hombre;2012;1977;42;35;0;23.00;Si;Si;Prim com
140413;Hombre;2012;1986;33;26;3;18.00;No;Si;Sec com
140414;Hombre;2012;1990;29;22;1;28.00;No;Si;Prim inc
140415;Hombre;2012;1977;42;35;4;63.00;No;Si;Prim inc
140416;Mujer;2012;1988;31;24;0;60.00;No;Si;Prim com
140417;Mujer;2012;1986;33;26;0;13.00;No;No;Prim com
140418;Mujer;2012;1986;33;26;0;52.00;No;No;Sec com
140419;Mujer;2012;1982;37;30;2;38.00;No;Si;Prim com
140420;Hombre;2012;1984;35;28;1;13.00;Si;Si;Prim inc
140421;Hombre;2012;1981;38;31;2;25.00;Si;No;Sec com
140422;Hombre;2012;1987;32;25;0;66.00;Si;Si;Uni com
140423;Hombre;2012;1983;36;29;0;24.00;Si;Si;Uni com
140424;Hombre;2012;1988;31;24;3;65.00;Si;No;Uni com
140425;Mujer;2012;1986;33;26;1;72.00;No;No;Uni com
140426;Hombre;2012;1980;39;32;3;39.00;Si;Si;Sec com
140427;Hombre;2012;1990;29;22;0;46.00;Si;No;Prim inc
140428;Hombre;2012;1991;28;21;0;36.00;Si;No;Uni com
140429;Hombre;2012;1982;37;30;2;29.00;Si;No;Uni com
140430;Hombre;2012;1977;42;35;2;57.00;Si;No;Prim com
140431;Mujer;2012;1985;34;27;1;59.00;No;No;Prim inc
140432;Hombre;2012;1976;43;36;1;5.00;No;Si;Prim com
140433;Hombre;2012;1985;34;27;0;3.00;No;Si;Sec com
140434;Hombre;2012;1983;36;29;1;19.00;Si;No;Uni com
140435;Hombre;2012;1978;41;34;3;6.00;Si;Si;Prim com
140436;Mujer;2012;1986;33;26;0;63.00;No;Si;Prim inc
140437;Hombre;2012;1991;28;21;2;29.00;Si;Si;Prim inc
140438;Hombre;2012;1982;37;30;2;38.00;Si;Si;Prim inc
140439;Mujer;2012;1990;29;22;0;15.00;No;No;Sec com
140440;Hombre;2012;1982;37;30;2;53.00;Si;Si;Uni com
140441;Mujer;2012;1977;42;35;2;64.00;No;No;Prim inc
140442;Hombre;2012;1991;28;21;0;6.00;No;Si;Uni com
140443;Mujer;2012;1976;43;36;1;70.00;No;Si;Uni com
140444;Mujer;2012;1981;38;31;2;68.00;Si;No;Prim com
140445;Hombre;2012;1989;30;23;0;9.00;No;Si;Sec com
140446;Mujer;2012;1981;38;31;1;13.00;Si;No;Sec com
140447;Mujer;2012;1986;33;26;2;6.00;No;Si;Prim com
140448;Mujer;2012;1986;33;26;3;30.00;No;Si;Prim inc
140449;Mujer;2012;1990;29;22;0;22.00;No;Si;Prim inc
140450;Hombre;2012;1978;41;34;0;68.00;Si;Si;Prim com
140451;Hombre;2012;1987;32;25;3;15.00;Si;Si;Prim inc
140452;Mujer;2012;1991;28;21;0;39.00;No;No;Prim com
140453;Hombre;2012;1982;37;30;0;5.00;No;Si;Prim inc
140454;Mujer;2012;1986;33;26;3;49.00;No;No;Uni com
140455;Mujer;2012;1979;40;33;4;67.00;Si;No;Prim inc
140456;Mujer;2012;1982;37;30;4;35.00;No;Si;Prim com
140457;Mujer;2012;1989;30;23;1;58.00;Si;No;Prim com
140458;Mujer;2012;1986;33;26;2;75.00;No;Si;Prim inc
140459;Mujer;2012;1977;42;35;0;57.00;Si;No;Sec com
140460;Hombre;2012;1987;32;25;0;60.00;Si;Si;Prim com
140461;Hombre;2012;1984;35;28;2;7.00;No;Si;Prim com
140462;Hombre;2012;1987;32;25;1;28.00;Si;Si;Sec com
140463;Mujer;2012;1982;37;30;0;46.00;No;Si;Prim inc
140464;Hombre;2012;1981;38;31;1;32.00;Si;Si;Uni com
140465;Mujer;2012;1985;34;27;3;66.00;No;No;Prim com
140466;Hombre;2012;1982;37;30;2;21.00;Si;Si;Prim inc
140467;Hombre;2012;1977;42;35;0;23.00;Si;Si;Prim com
140468;Hombre;2012;1977;42;35;4;7.00;Si;Si;Prim com
140469;Mujer;2012;1986;33;26;3;35.00;No;Si;Sec com
140470;Hombre;2012;1986;33;26;3;75.00;Si;Si;Prim com
140471;Hombre;2012;1989;30;23;3;29.00;Si;Si;Sec com
140472;Hombre;2012;1988;31;24;1;21.00;Si;Si;Sec com
140473;Mujer;2012;1978;41;34;0;53.00;Si;No;Prim inc
140474;Mujer;2012;1991;28;21;3;30.00;No;Si;Prim inc
140475;Mujer;2012;1979;40;33;3;54.00;No;No;Sec com
140476;Mujer;2012;1984;35;28;1;11.00;Si;No;Prim com
140477;Hombre;2012;1977;42;35;1;67.00;Si;Si;Prim com
140478;Mujer;2012;1990;29;22;0;29.00;No;Si;Prim inc
140479;Mujer;2012;1978;41;34;2;21.00;Si;No;Prim inc
140480;Hombre;2012;1989;30;23;0;54.00;Si;Si;Sec com
140481;Mujer;2012;1985;34;27;1;75.00;No;Si;Prim com
140482;Hombre;2012;1982;37;30;0;41.00;Si;Si;Prim com
140483;Mujer;2012;1980;39;32;0;56.00;No;No;Prim com
140484;Mujer;2012;1986;33;26;1;14.00;Si;No;Uni com
140485;Mujer;2012;1981;38;31;0;50.00;No;No;Prim inc
140486;Mujer;2012;1991;28;21;0;37.00;No;No;Prim com
140487;Mujer;2012;1980;39;32;2;39.00;No;Si;Prim com
140488;Mujer;2012;1980;39;32;1;57.00;No;Si;Uni com
140489;Mujer;2012;1977;42;35;2;16.00;No;Si;Prim inc
140490;Hombre;2012;1979;40;33;0;5.00;No;Si;Prim inc
140491;Mujer;2012;1987;32;25;3;26.00;No;Si;Uni com
140492;Hombre;2012;1984;35;28;1;38.00;Si;Si;Prim com
140493;Mujer;2012;1986;33;26;1;4.00;No;No;Prim com
140494;Mujer;2012;1985;34;27;0;26.00;No;Si;Prim com
140495;Hombre;2012;1980;39;32;1;62.00;Si;Si;Prim inc
140496;Hombre;2012;1991;28;21;1;42.00;Si;Si;Prim inc
140497;Mujer;2012;1984;35;28;2;9.00;No;No;Prim com
140498;Mujer;2012;1988;31;24;2;45.00;No;No;Sec com
140499;Hombre;2012;1985;34;27;1;39.00;Si;Si;Prim inc
140500;Mujer;2012;1984;35;28;2;44.00;Si;No;Prim com
140501;Mujer;2012;1982;37;30;2;52.00;No;Si;Uni com
140502;Mujer;2012;1980;39;32;4;64.00;No;No;Uni com
140503;Mujer;2012;1987;32;25;2;54.00;Si;No;Uni com
140504;Hombre;2012;1978;41;34;0;57.00;Si;Si;Uni com
140505;Mujer;2012;1981;38;31;2;63.00;Si;Si;Prim inc
140506;Mujer;2012;1983;36;29;3;28.00;No;Si;Uni com
140507;Mujer;2012;1985;34;27;0;21.00;Si;Si;Prim com
140508;Mujer;2012;1980;39;32;3;9.00;No;Si;Prim com
140509;Mujer;2012;1988;31;24;0;17.00;No;No;Prim inc
140510;Mujer;2012;1988;31;24;0;30.00;No;Si;Sec com
140511;Mujer;2012;1976;43;36;0;72.00;Si;Si;Uni com
140512;Mujer;2012;1978;41;34;2;17.00;Si;No;Sec com
140513;Mujer;2012;1988;31;24;3;35.00;Si;Si;Prim com
140514;Mujer;2012;1982;37;30;3;70.00;Si;Si;Uni com
140515;Mujer;2012;1977;42;35;2;65.00;Si;Si;Sec com
140516;Mujer;2012;1988;31;24;0;28.00;Si;Si;Sec com
140517;Mujer;2012;1987;32;25;1;40.00;No;No;Uni com
140518;Mujer;2012;1979;40;33;1;44.00;Si;No;Prim inc
140519;Mujer;2012;1991;28;21;3;2.00;No;Si;Uni com
140520;Mujer;2012;1981;38;31;0;27.00;Si;Si;Prim com
140521;Mujer;2012;1988;31;24;3;3.00;Si;No;Uni com
140522;Mujer;2012;1976;43;36;2;15.00;No;Si;Prim com
140523;Mujer;2012;1990;29;22;0;56.00;Si;No;Uni com
140524;Mujer;2012;1987;32;25;0;73.00;No;No;Uni com
140525;Mujer;2012;1980;39;32;0;42.00;No;Si;Uni com
140526;Hombre;2012;1983;36;29;0;68.00;No;Si;Prim com
140527;Mujer;2012;1990;29;22;0;33.00;No;No;Prim com
140528;Mujer;2012;1990;29;22;0;21.00;Si;No;Uni com
